UCS_F,UCS_TIPO,DEPARTAMENTO,NUM_SUELOS,NIVEL_TAXO,RAO,NUCLEO_ID
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVAa,Asociacion,Vichada,6,4,0.71,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBc2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
AVBd2,Complejo,Vichada,4,4,0.49125,1
SUBaz,Complejo,Vichada,6,4,0.77,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
AVIai,Complejo,Vichada,4,4,0.675,1
