OBJECTID,UCS,UCS_F,FASES,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFIL,PERFIL1,PERFIL2,PERFIL3,PERFIL4,AÅREA_ha,NUM_SUELO,SUELO1,SUELO2,SUELO3,SUELO4,PORC1,PORC2,PORC3,PORC4
860,LVC,LVCb,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,700.4697204,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
861,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,63.37162112,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
865,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,1601.485896,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
893,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,253.5398173,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
894,LVD,LVDc,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,4098.750153,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
895,LVD,LVDb,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,1077.07583,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
899,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,4157.66226,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
900,PVD,PVDb,"b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Glacis_de_acumulacion,Sedimentos_finos,"Bien_drenados,_profundos,_moderada_a_alta_saturacion_de_aluminio,_extremadamente_acidos._Fertilidad_baja",CQ-75; CQ-55,CQ-75,CQ-55,NA,NA,43.04228426,2,luventic_Dystrudepts,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
901,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,660.4468213,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
915,LVD,LVDd,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,12833.22885,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
923,MVD,MVDd,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,1626.841127,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
924,MVE,MVEb,"a, b",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Vallecitos,"Sedimentos_aluviales_
medios","Bien_e_imperfectamente_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_con_moderada_saturacion_de_aluminio._Fertilidad_baja",CQ-73; CQ-53; T-206,CQ-73,CQ-53,T-206,NA,933.8960227,3,Fluventic_Dystrudepts,Oxyaquic_Udifluvents,Typic_Udifluvents,NA,50,30,20,NA
929,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,507.3469218,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
931,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,728.8467296,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
932,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,18899.21836,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
933,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,66.46102558,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
935,VVD,VVDa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_alta,Depositos_aluviales_finos_y_medios,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_moderada_a_baja_capacidad_de_intercambio_cationico._Fertilidad_baja",CQ-63; CQ-45; CQ-18,CQ-63,CQ-45,CQ-18,NA,101.8149157,4,Typic_Hapludox,Typic_Kandiudox,Typic_Humaquepts,Typic_Dystrudepts,50,20,20,10
936,MUC,MUCai,"ai, b",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos._Fertilidad_baja",CQ-23; T-245,CQ-23,T-245,NA,NA,3172.600135,2,Typic_Dystrudepts,Typic_Endoaquepts,NA,NA,60,40,NA,NA
937,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,134.1951948,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
938,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,2353.844003,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
939,PVE,PVEai,ai,Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Pobremente_drenados_a_bien_drenados,_superficiales_a_profundos,_muy_fuertemente_acidos,_moderada_saturacion_de_aluminio._Fertilidad_baja",CQ-121; CQ-76; CQ-56,CQ-121,CQ-76,CQ-56,NA,191.6205507,3,Typic_Endoaquepts,Typic_Udifluvents,Typic_Udorthents,NA,40,40,20,NA
940,PVE,PVEai,ai,Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Pobremente_drenados_a_bien_drenados,_superficiales_a_profundos,_muy_fuertemente_acidos,_moderada_saturacion_de_aluminio._Fertilidad_baja",CQ-121; CQ-76; CQ-56,CQ-121,CQ-76,CQ-56,NA,180.0108627,3,Typic_Endoaquepts,Typic_Udifluvents,Typic_Udorthents,NA,40,40,20,NA
941,PVE,PVEai,ai,Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Pobremente_drenados_a_bien_drenados,_superficiales_a_profundos,_muy_fuertemente_acidos,_moderada_saturacion_de_aluminio._Fertilidad_baja",CQ-121; CQ-76; CQ-56,CQ-121,CQ-76,CQ-56,NA,114.5355844,3,Typic_Endoaquepts,Typic_Udifluvents,Typic_Udorthents,NA,40,40,20,NA
943,LVD,LVDb,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,16468.54566,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
945,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,3466.235642,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
948,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,1547.098635,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
951,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,201669.7793,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
971,VUB,VUBa,a,Asociacion,Caqueta,Valle_aluvial,Calido_muy_humedo,Terraza_media,Depositos_de_materiales_aluviales_mixtos,"Bien_a_imperfectamente_drenados,_moderadamente_profundos_a_superficiales,_extremada_a_muy_fuertemente_acidos._Fertilidad_baja",CQ-7; CQ-5; CQ-26,CQ-7,CQ-5,CQ-26,NA,38.79808638,3,Typic_Hapludults,Aquic_Dystrudepts,Hydric_Haplofibrist,NA,40,30,30,NA
972,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,30.81596087,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
991,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,46.67489864,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
992,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,31.60388608,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
993,LUA,LUAc,"c, c2, d2, e2",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_moderadamente_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_bases_totales_bajas._Fertilidad_muy_baja",T-201; T-221; T-241,T-201,T-221,T-241,NA,997.9849763,3,Typic_Hapludults,Typic_Kandiudults,Oxic_Dystrudepts,NA,40,30,30,NA
994,VUC,VUCa,b,Asociacion,Caqueta,Valle_aluvial,Calido_muy_humedo,Terraza_alta,Sedimentos_aluviales_finos_y_moderadamente_finos_sobre_capas_de_materiales_heterometricos_de_gran_espesor,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-6; CQ-27,CQ-6,CQ-27,NA,NA,73.64604998,2,Typic_Hapludults,Typic_Endoaquepts,NA,NA,60,40,NA,NA
995,VUB,VUBa,a,Asociacion,Caqueta,Valle_aluvial,Calido_muy_humedo,Terraza_media,Depositos_de_materiales_aluviales_mixtos,"Bien_a_imperfectamente_drenados,_moderadamente_profundos_a_superficiales,_extremada_a_muy_fuertemente_acidos._Fertilidad_baja",CQ-7; CQ-5; CQ-26,CQ-7,CQ-5,CQ-26,NA,105.0474129,3,Typic_Hapludults,Aquic_Dystrudepts,Hydric_Haplofibrist,NA,40,30,30,NA
1008,LUA,LUAc,"c, c2, d2, e2",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_moderadamente_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_bases_totales_bajas._Fertilidad_muy_baja",T-201; T-221; T-241,T-201,T-221,T-241,NA,691.4617926,3,Typic_Hapludults,Typic_Kandiudults,Oxic_Dystrudepts,NA,40,30,30,NA
1009,LUA,LUAc,"c, c2, d2, e2",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_moderadamente_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_bases_totales_bajas._Fertilidad_muy_baja",T-201; T-221; T-241,T-201,T-221,T-241,NA,360.4230361,3,Typic_Hapludults,Typic_Kandiudults,Oxic_Dystrudepts,NA,40,30,30,NA
1010,LVA,LVAe2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,11688.77254,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
1012,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,149.0667195,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1022,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,515.591075,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
1023,LUA,LUAc,"c, c2, d2, e2",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_moderadamente_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_bases_totales_bajas._Fertilidad_muy_baja",T-201; T-221; T-241,T-201,T-221,T-241,NA,196.5574051,3,Typic_Hapludults,Typic_Kandiudults,Oxic_Dystrudepts,NA,40,30,30,NA
1030,LVC,LVCb,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,272.1636866,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
1032,VVD,VVDa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_alta,Depositos_aluviales_finos_y_medios,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_moderada_a_baja_capacidad_de_intercambio_cationico._Fertilidad_baja",CQ-63; CQ-45; CQ-18,CQ-63,CQ-45,CQ-18,NA,455.0612586,4,Typic_Hapludox,Typic_Kandiudox,Typic_Humaquepts,Typic_Dystrudepts,50,20,20,10
1037,LUA,LUAd2,"c, c2, d2, e2",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_moderadamente_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_bases_totales_bajas._Fertilidad_muy_baja",T-201; T-221; T-241,T-201,T-221,T-241,NA,772.7473016,3,Typic_Hapludults,Typic_Kandiudults,Oxic_Dystrudepts,NA,40,30,30,NA
1038,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,173.3030262,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
1065,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,615.1465492,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
1066,LUB,LUBai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Vallecitos,Sedimentos_coluviales_finos_a_medianos_con_abundante_cuarzo,"Moderada_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_a_extremadamente_acidos._Fertilidad_moderada",CQ-1; CQ-2; CQ-21,CQ-1,CQ-2,CQ-21,NA,119.9379911,3,Typic_Udifluvents,Fluventic_Endoaquepts,Aquic_Dystrudepts,NA,40,30,30,NA
1067,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,357.2508385,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1068,LUB,LUBai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Vallecitos,Sedimentos_coluviales_finos_a_medianos_con_abundante_cuarzo,"Moderada_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_a_extremadamente_acidos._Fertilidad_moderada",CQ-1; CQ-2; CQ-21,CQ-1,CQ-2,CQ-21,NA,144.9927248,3,Typic_Udifluvents,Fluventic_Endoaquepts,Aquic_Dystrudepts,NA,40,30,30,NA
1069,MVC,MVCg,"d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Hogbacks_y_espinazos,"Estratos_fuertemente_basculados_de_areniscas,_arcillolitas_y_conglomerados","Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",78; T-234; 141,78,T-234,141,NA,3065.83594,3,Lithic_Dystrudepts,Lithic_Udorthents,Oxic_Dystrudepts,NA,50,30,20,NA
1070,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,513.1563285,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1071,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,54.30481592,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1072,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,495.9788361,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
1073,LVD,LVDe2,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,1670.993869,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
1074,LVD,LVDe2,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,474.2780762,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
1078,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,1979.817879,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
1079,LVA,LVAd,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,9538.46138,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
